row_id,dataset_id,city,country,tile_id,latitude,longitude,target_road_segments,target_intersection_nodes,highway_ways,major_road_ways,building_ways,poi_objects,park_objects,water_objects,landuse_residential,landuse_commercial,landuse_industrial,landuse_retail
satca_122::Beirut::4185,satca_osm_truth_122,Beirut,Lebanon,4185,33.866077,35.500926,310.0,13.0,46.0,7.0,1389.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4186,satca_osm_truth_122,Beirut,Lebanon,4186,33.866077,35.506353,533.0,16.0,74.0,17.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4187,satca_osm_truth_122,Beirut,Lebanon,4187,33.866077,35.511779,436.0,13.0,57.0,1.0,548.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4188,satca_osm_truth_122,Beirut,Lebanon,4188,33.866077,35.517205,544.0,11.0,51.0,7.0,452.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4189,satca_osm_truth_122,Beirut,Lebanon,4189,33.870582,35.468368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4190,satca_osm_truth_122,Beirut,Lebanon,4190,33.870582,35.473795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4191,satca_osm_truth_122,Beirut,Lebanon,4191,33.870582,35.479221,50.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4192,satca_osm_truth_122,Beirut,Lebanon,4192,33.870582,35.484647,226.0,6.0,43.0,13.0,55.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4193,satca_osm_truth_122,Beirut,Lebanon,4193,33.870582,35.490074,455.0,10.0,63.0,21.0,84.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
satca_122::Beirut::4194,satca_osm_truth_122,Beirut,Lebanon,4194,33.870582,35.4955,374.0,12.0,68.0,14.0,273.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4195,satca_osm_truth_122,Beirut,Lebanon,4195,33.870582,35.500926,347.0,20.0,70.0,15.0,525.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4196,satca_osm_truth_122,Beirut,Lebanon,4196,33.870582,35.506353,466.0,13.0,51.0,11.0,166.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4197,satca_osm_truth_122,Beirut,Lebanon,4197,33.870582,35.511779,743.0,24.0,76.0,6.0,87.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4198,satca_osm_truth_122,Beirut,Lebanon,4198,33.870582,35.517205,437.0,13.0,65.0,10.0,274.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4199,satca_osm_truth_122,Beirut,Lebanon,4199,33.875086,35.468368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4200,satca_osm_truth_122,Beirut,Lebanon,4200,33.875086,35.473795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4201,satca_osm_truth_122,Beirut,Lebanon,4201,33.875086,35.479221,106.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4202,satca_osm_truth_122,Beirut,Lebanon,4202,33.875086,35.484647,481.0,10.0,53.0,23.0,141.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4203,satca_osm_truth_122,Beirut,Lebanon,4203,33.875086,35.490074,515.0,12.0,57.0,18.0,140.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0
satca_122::Beirut::4204,satca_osm_truth_122,Beirut,Lebanon,4204,33.875086,35.4955,584.0,16.0,80.0,27.0,194.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4205,satca_osm_truth_122,Beirut,Lebanon,4205,33.875086,35.500926,376.0,11.0,69.0,10.0,488.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4206,satca_osm_truth_122,Beirut,Lebanon,4206,33.875086,35.506353,405.0,11.0,58.0,15.0,276.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4207,satca_osm_truth_122,Beirut,Lebanon,4207,33.875086,35.511779,340.0,8.0,44.0,4.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4208,satca_osm_truth_122,Beirut,Lebanon,4208,33.875086,35.517205,260.0,19.0,67.0,11.0,224.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4209,satca_osm_truth_122,Beirut,Lebanon,4209,33.879591,35.468368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4210,satca_osm_truth_122,Beirut,Lebanon,4210,33.879591,35.473795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4211,satca_osm_truth_122,Beirut,Lebanon,4211,33.879591,35.479221,140.0,3.0,16.0,6.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4212,satca_osm_truth_122,Beirut,Lebanon,4212,33.879591,35.484647,534.0,20.0,85.0,17.0,130.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4213,satca_osm_truth_122,Beirut,Lebanon,4213,33.879591,35.490074,225.0,16.0,61.0,4.0,180.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0
satca_122::Beirut::4214,satca_osm_truth_122,Beirut,Lebanon,4214,33.879591,35.4955,462.0,19.0,93.0,13.0,273.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4215,satca_osm_truth_122,Beirut,Lebanon,4215,33.879591,35.500926,380.0,16.0,90.0,6.0,422.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4216,satca_osm_truth_122,Beirut,Lebanon,4216,33.879591,35.506353,442.0,14.0,92.0,20.0,281.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4217,satca_osm_truth_122,Beirut,Lebanon,4217,33.879591,35.511779,251.0,10.0,56.0,5.0,161.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4218,satca_osm_truth_122,Beirut,Lebanon,4218,33.879591,35.517205,533.0,25.0,120.0,16.0,134.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4219,satca_osm_truth_122,Beirut,Lebanon,4219,33.884095,35.468368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4220,satca_osm_truth_122,Beirut,Lebanon,4220,33.884095,35.473795,153.0,0.0,13.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4221,satca_osm_truth_122,Beirut,Lebanon,4221,33.884095,35.479221,634.0,23.0,73.0,5.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4222,satca_osm_truth_122,Beirut,Lebanon,4222,33.884095,35.484647,328.0,13.0,62.0,16.0,160.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4223,satca_osm_truth_122,Beirut,Lebanon,4223,33.884095,35.490074,247.0,19.0,71.0,2.0,295.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4224,satca_osm_truth_122,Beirut,Lebanon,4224,33.884095,35.4955,358.0,14.0,87.0,11.0,326.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0
satca_122::Beirut::4225,satca_osm_truth_122,Beirut,Lebanon,4225,33.884095,35.500926,333.0,17.0,98.0,9.0,416.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0
satca_122::Beirut::4226,satca_osm_truth_122,Beirut,Lebanon,4226,33.884095,35.506353,433.0,21.0,111.0,19.0,387.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4227,satca_osm_truth_122,Beirut,Lebanon,4227,33.884095,35.511779,285.0,13.0,61.0,13.0,197.0,63.0,4.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4228,satca_osm_truth_122,Beirut,Lebanon,4228,33.884095,35.517205,260.0,11.0,66.0,13.0,295.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4229,satca_osm_truth_122,Beirut,Lebanon,4229,33.8886,35.468368,51.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4230,satca_osm_truth_122,Beirut,Lebanon,4230,33.8886,35.473795,381.0,7.0,40.0,5.0,108.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4231,satca_osm_truth_122,Beirut,Lebanon,4231,33.8886,35.479221,422.0,24.0,74.0,7.0,206.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
satca_122::Beirut::4232,satca_osm_truth_122,Beirut,Lebanon,4232,33.8886,35.484647,426.0,23.0,98.0,25.0,293.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0
satca_122::Beirut::4233,satca_osm_truth_122,Beirut,Lebanon,4233,33.8886,35.490074,275.0,18.0,78.0,5.0,389.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4234,satca_osm_truth_122,Beirut,Lebanon,4234,33.8886,35.4955,392.0,24.0,93.0,10.0,325.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4235,satca_osm_truth_122,Beirut,Lebanon,4235,33.8886,35.500926,585.0,30.0,143.0,32.0,341.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4236,satca_osm_truth_122,Beirut,Lebanon,4236,33.8886,35.506353,613.0,33.0,130.0,28.0,273.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0
satca_122::Beirut::4237,satca_osm_truth_122,Beirut,Lebanon,4237,33.8886,35.511779,325.0,17.0,79.0,10.0,251.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4238,satca_osm_truth_122,Beirut,Lebanon,4238,33.8886,35.517205,391.0,15.0,76.0,16.0,238.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4239,satca_osm_truth_122,Beirut,Lebanon,4239,33.893105,35.468368,199.0,5.0,22.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4240,satca_osm_truth_122,Beirut,Lebanon,4240,33.893105,35.473795,551.0,18.0,81.0,17.0,149.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4241,satca_osm_truth_122,Beirut,Lebanon,4241,33.893105,35.479221,425.0,19.0,77.0,11.0,257.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4242,satca_osm_truth_122,Beirut,Lebanon,4242,33.893105,35.484647,410.0,16.0,89.0,17.0,211.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4243,satca_osm_truth_122,Beirut,Lebanon,4243,33.893105,35.490074,329.0,20.0,76.0,21.0,243.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4244,satca_osm_truth_122,Beirut,Lebanon,4244,33.893105,35.4955,466.0,11.0,76.0,17.0,243.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4245,satca_osm_truth_122,Beirut,Lebanon,4245,33.893105,35.500926,707.0,21.0,125.0,25.0,168.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4246,satca_osm_truth_122,Beirut,Lebanon,4246,33.893105,35.506353,575.0,27.0,120.0,20.0,119.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4247,satca_osm_truth_122,Beirut,Lebanon,4247,33.893105,35.511779,428.0,27.0,112.0,17.0,285.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4248,satca_osm_truth_122,Beirut,Lebanon,4248,33.893105,35.517205,433.0,23.0,108.0,17.0,278.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4249,satca_osm_truth_122,Beirut,Lebanon,4249,33.897609,35.468368,247.0,10.0,46.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4250,satca_osm_truth_122,Beirut,Lebanon,4250,33.897609,35.473795,313.0,10.0,72.0,9.0,207.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4251,satca_osm_truth_122,Beirut,Lebanon,4251,33.897609,35.479221,453.0,28.0,110.0,12.0,286.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4252,satca_osm_truth_122,Beirut,Lebanon,4252,33.897609,35.484647,535.0,23.0,118.0,21.0,232.0,142.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4253,satca_osm_truth_122,Beirut,Lebanon,4253,33.897609,35.490074,382.0,17.0,86.0,19.0,189.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4254,satca_osm_truth_122,Beirut,Lebanon,4254,33.897609,35.4955,635.0,23.0,104.0,17.0,136.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4255,satca_osm_truth_122,Beirut,Lebanon,4255,33.897609,35.500926,379.0,19.0,87.0,28.0,104.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4256,satca_osm_truth_122,Beirut,Lebanon,4256,33.897609,35.506353,578.0,30.0,135.0,17.0,82.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Beirut::4257,satca_osm_truth_122,Beirut,Lebanon,4257,33.897609,35.511779,466.0,24.0,105.0,18.0,106.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
satca_122::Beirut::4258,satca_osm_truth_122,Beirut,Lebanon,4258,33.897609,35.517205,363.0,10.0,75.0,3.0,69.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0
satca_122::Beirut::4259,satca_osm_truth_122,Beirut,Lebanon,4259,33.902114,35.468368,121.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4260,satca_osm_truth_122,Beirut,Lebanon,4260,33.902114,35.473795,307.0,10.0,46.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4261,satca_osm_truth_122,Beirut,Lebanon,4261,33.902114,35.479221,693.0,18.0,116.0,0.0,58.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4262,satca_osm_truth_122,Beirut,Lebanon,4262,33.902114,35.484647,678.0,21.0,109.0,0.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4263,satca_osm_truth_122,Beirut,Lebanon,4263,33.902114,35.490074,374.0,11.0,44.0,0.0,123.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4264,satca_osm_truth_122,Beirut,Lebanon,4264,33.902114,35.4955,444.0,10.0,43.0,4.0,41.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4265,satca_osm_truth_122,Beirut,Lebanon,4265,33.902114,35.500926,513.0,15.0,62.0,7.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4266,satca_osm_truth_122,Beirut,Lebanon,4266,33.902114,35.506353,317.0,10.0,61.0,0.0,47.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4267,satca_osm_truth_122,Beirut,Lebanon,4267,33.902114,35.511779,53.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4268,satca_osm_truth_122,Beirut,Lebanon,4268,33.902114,35.517205,16.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4269,satca_osm_truth_122,Beirut,Lebanon,4269,33.906618,35.468368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4270,satca_osm_truth_122,Beirut,Lebanon,4270,33.906618,35.473795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4271,satca_osm_truth_122,Beirut,Lebanon,4271,33.906618,35.479221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4272,satca_osm_truth_122,Beirut,Lebanon,4272,33.906618,35.484647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4273,satca_osm_truth_122,Beirut,Lebanon,4273,33.906618,35.490074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4274,satca_osm_truth_122,Beirut,Lebanon,4274,33.906618,35.4955,296.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4275,satca_osm_truth_122,Beirut,Lebanon,4275,33.906618,35.500926,504.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4276,satca_osm_truth_122,Beirut,Lebanon,4276,33.906618,35.506353,521.0,10.0,61.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4277,satca_osm_truth_122,Beirut,Lebanon,4277,33.906618,35.511779,365.0,2.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Beirut::4278,satca_osm_truth_122,Beirut,Lebanon,4278,33.906618,35.517205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4279,satca_osm_truth_122,Doha,Qatar,4279,25.262877,51.506091,553.0,30.0,114.0,16.0,215.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4280,satca_osm_truth_122,Doha,Qatar,4280,25.262877,51.511073,568.0,22.0,87.0,21.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4281,satca_osm_truth_122,Doha,Qatar,4281,25.262877,51.516055,498.0,6.0,65.0,1.0,504.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4282,satca_osm_truth_122,Doha,Qatar,4282,25.262877,51.521036,709.0,11.0,61.0,2.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4283,satca_osm_truth_122,Doha,Qatar,4283,25.262877,51.526018,875.0,36.0,118.0,20.0,156.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4284,satca_osm_truth_122,Doha,Qatar,4284,25.262877,51.531,358.0,21.0,81.0,15.0,222.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4285,satca_osm_truth_122,Doha,Qatar,4285,25.262877,51.535982,619.0,39.0,128.0,26.0,197.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4286,satca_osm_truth_122,Doha,Qatar,4286,25.262877,51.540964,387.0,7.0,54.0,5.0,211.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4287,satca_osm_truth_122,Doha,Qatar,4287,25.262877,51.545945,430.0,6.0,53.0,0.0,277.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4288,satca_osm_truth_122,Doha,Qatar,4288,25.262877,51.550927,232.0,5.0,45.0,0.0,446.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4289,satca_osm_truth_122,Doha,Qatar,4289,25.267382,51.506091,592.0,12.0,106.0,1.0,185.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4290,satca_osm_truth_122,Doha,Qatar,4290,25.267382,51.511073,476.0,17.0,84.0,12.0,234.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
satca_122::Doha::4291,satca_osm_truth_122,Doha,Qatar,4291,25.267382,51.516055,755.0,41.0,145.0,17.0,199.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Doha::4292,satca_osm_truth_122,Doha,Qatar,4292,25.267382,51.521036,699.0,12.0,79.0,0.0,124.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4293,satca_osm_truth_122,Doha,Qatar,4293,25.267382,51.526018,797.0,15.0,77.0,16.0,159.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4294,satca_osm_truth_122,Doha,Qatar,4294,25.267382,51.531,337.0,24.0,76.0,33.0,262.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4295,satca_osm_truth_122,Doha,Qatar,4295,25.267382,51.535982,424.0,17.0,96.0,23.0,328.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4296,satca_osm_truth_122,Doha,Qatar,4296,25.267382,51.540964,355.0,11.0,73.0,4.0,425.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4297,satca_osm_truth_122,Doha,Qatar,4297,25.267382,51.545945,570.0,18.0,110.0,3.0,168.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4298,satca_osm_truth_122,Doha,Qatar,4298,25.267382,51.550927,919.0,55.0,184.0,10.0,96.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4299,satca_osm_truth_122,Doha,Qatar,4299,25.271886,51.506091,410.0,12.0,74.0,3.0,112.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0
satca_122::Doha::4300,satca_osm_truth_122,Doha,Qatar,4300,25.271886,51.511073,916.0,49.0,158.0,6.0,89.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0
satca_122::Doha::4301,satca_osm_truth_122,Doha,Qatar,4301,25.271886,51.516055,459.0,12.0,78.0,9.0,179.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0
satca_122::Doha::4302,satca_osm_truth_122,Doha,Qatar,4302,25.271886,51.521036,634.0,29.0,112.0,22.0,201.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4303,satca_osm_truth_122,Doha,Qatar,4303,25.271886,51.526018,512.0,22.0,93.0,11.0,241.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4304,satca_osm_truth_122,Doha,Qatar,4304,25.271886,51.531,414.0,14.0,75.0,6.0,233.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4305,satca_osm_truth_122,Doha,Qatar,4305,25.271886,51.535982,363.0,17.0,80.0,7.0,240.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4306,satca_osm_truth_122,Doha,Qatar,4306,25.271886,51.540964,598.0,23.0,118.0,12.0,193.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0
satca_122::Doha::4307,satca_osm_truth_122,Doha,Qatar,4307,25.271886,51.545945,1028.0,47.0,172.0,23.0,87.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4308,satca_osm_truth_122,Doha,Qatar,4308,25.271886,51.550927,965.0,46.0,142.0,13.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4309,satca_osm_truth_122,Doha,Qatar,4309,25.276391,51.506091,552.0,20.0,113.0,13.0,109.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4310,satca_osm_truth_122,Doha,Qatar,4310,25.276391,51.511073,436.0,14.0,73.0,3.0,121.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4311,satca_osm_truth_122,Doha,Qatar,4311,25.276391,51.516055,756.0,30.0,138.0,31.0,76.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0
satca_122::Doha::4312,satca_osm_truth_122,Doha,Qatar,4312,25.276391,51.521036,653.0,27.0,126.0,18.0,156.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4313,satca_osm_truth_122,Doha,Qatar,4313,25.276391,51.526018,888.0,56.0,174.0,35.0,251.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4314,satca_osm_truth_122,Doha,Qatar,4314,25.276391,51.531,433.0,18.0,77.0,13.0,225.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4315,satca_osm_truth_122,Doha,Qatar,4315,25.276391,51.535982,636.0,17.0,95.0,10.0,331.0,84.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4316,satca_osm_truth_122,Doha,Qatar,4316,25.276391,51.540964,858.0,49.0,171.0,38.0,182.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4317,satca_osm_truth_122,Doha,Qatar,4317,25.276391,51.545945,587.0,24.0,105.0,13.0,396.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4318,satca_osm_truth_122,Doha,Qatar,4318,25.276391,51.550927,893.0,32.0,132.0,14.0,214.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4319,satca_osm_truth_122,Doha,Qatar,4319,25.280895,51.506091,852.0,76.0,205.0,28.0,68.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4320,satca_osm_truth_122,Doha,Qatar,4320,25.280895,51.511073,388.0,10.0,64.0,4.0,126.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
satca_122::Doha::4321,satca_osm_truth_122,Doha,Qatar,4321,25.280895,51.516055,541.0,26.0,112.0,31.0,87.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4322,satca_osm_truth_122,Doha,Qatar,4322,25.280895,51.521036,802.0,36.0,145.0,27.0,82.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4323,satca_osm_truth_122,Doha,Qatar,4323,25.280895,51.526018,1027.0,64.0,204.0,47.0,242.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4324,satca_osm_truth_122,Doha,Qatar,4324,25.280895,51.531,863.0,45.0,156.0,45.0,289.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4325,satca_osm_truth_122,Doha,Qatar,4325,25.280895,51.535982,1278.0,78.0,216.0,44.0,114.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4326,satca_osm_truth_122,Doha,Qatar,4326,25.280895,51.540964,838.0,48.0,143.0,31.0,395.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4327,satca_osm_truth_122,Doha,Qatar,4327,25.280895,51.545945,715.0,28.0,124.0,27.0,288.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0
satca_122::Doha::4328,satca_osm_truth_122,Doha,Qatar,4328,25.280895,51.550927,1024.0,30.0,135.0,11.0,146.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
satca_122::Doha::4329,satca_osm_truth_122,Doha,Qatar,4329,25.2854,51.506091,813.0,23.0,109.0,0.0,89.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0
satca_122::Doha::4330,satca_osm_truth_122,Doha,Qatar,4330,25.2854,51.511073,388.0,7.0,56.0,0.0,124.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0
